Accession	Description	Ctrl_1	Ctrl_2	Ctrl_3	Low_1	Low_2	Low_3	High_1	High_2	High_3
B3DIU2	Phosphatidylinositol-binding clathrin assembly protein a (Fragment) OS=Danio rerio GN=picalma PE=4 SV=1	102.8493811	101.8428624	110.3713144	100.0271009	88.64886453	99.97289914	106.738177	95.79318598	94.28566269
Q7ZU48	Cysteine and glycine-rich protein 1a OS=Danio rerio GN=csrp1a PE=1 SV=1	99.83139246	100.1686075	69.9671635	87.30912828	105.0926821	137.6796165	93.65845534	130.7413837	134.4164362
F1QDE7	Heterogeneous nuclear ribonucleoprotein A/Ba (Fragment) OS=Danio rerio GN=hnrnpaba PE=1 SV=1	106.1363814	103.2986406	86.35581252	101.1887899	72.71290835	105.6501395	97.11788769	107.7957846	98.81121005
F1QTL5	Activating transcription factor 7-interacting protein 1 OS=Danio rerio GN=atf7ip PE=1 SV=1	96.18584352	99.68887276	91.34511314	94.44758512	116.5502782	102.3416563	95.73513526	104.9525204	105.1669076
Q1LYB5	SBDS, ribosome maturation factor OS=Danio rerio GN=sbds PE=1 SV=1	98.24405948	94.88642327	98.15521788	100.4685085	99.53149151	102.3995227	105.6649079	103.0423588	95.40192645
Q8JH72	ATPase, Ca++-transporting, plasma membrane 1b (Fragment) OS=Danio rerio GN=atp2b1b PE=3 SV=1	99.26106607	93.60935252	112.037159	96.99470106	121.2761004	90.40148661	121.8826714	100.7389339	98.23017206
Q19U12	Transglutaminase 1, K polypeptide (Fragment) OS=Danio rerio GN=tgm1 PE=1 SV=1	88.98052288	81.92051428	100.8486976	96.44457965	121.6276913	94.61566964	120.1318324	99.15130238	102.1927248
Q5ZEW1	Collagen, type IV, alpha 3 (Goodpasture antigen)-binding protein a OS=Danio rerio GN=col4a3bpa PE=1 SV=1	102.6519735	93.12097797	97.64467022	95.05467471	100.5942284	101.2868787	103.4782654	96.24260005	99.4057716
E7F7U1	Transcription factor 7 (Fragment) OS=Danio rerio GN=tcf7 PE=4 SV=1	96.68196355	107.3167125	96.87643065	97.08272614	105.8859628	95.62609543	94.71587626	102.9172739	103.5954935
A0A140LGJ3	Zgc:152945 OS=Danio rerio GN=zgc:152945 PE=1 SV=1	98.57709913	77.08761676	96.2921265	88.06473841	92.29891929	129.0743701	113.4150138	112.1910185	150.8870464
Q6PFM0	Lysine (K)-specific demethylase 1a (Fragment) OS=Danio rerio GN=kdm1a PE=1 SV=1	89.26803489	98.6204388	103.5953243	101.3795612	114.9279623	98.54474062	102.7521176	94.2704344	95.0034698
Q673F1	Pericentriolar material 1 OS=Danio rerio GN=pcm1 PE=1 SV=1	98.89218801	88.92947106	107.8858646	95.37556994	119.8449097	99.35411425	125.0999641	96.10025471	100.6458857
H0WE63	Wu:fb72h05 (Fragment) OS=Danio rerio GN=wu:fb72h05 PE=1 SV=1	101.922509	93.2578693	96.80443273	104.267589	103.8893818	99.88644966	90.71870852	91.65700461	100.1135503
Q6GQN8	Troponin T type 2a (cardiac) OS=Danio rerio GN=tnnt2a PE=1 SV=1	85.44662568	86.12652666	111.0787302	107.9011364	113.5853019	91.97136089	103.1231494	86.25474497	96.87685062
A0A0R4INE9	Negative elongation factor complex member A (Fragment) OS=Danio rerio GN=nelfa PE=1 SV=2	97.4073226	107.0964995	98.61598931	101.3840107	103.054734	106.0034731	78.19491223	91.74989133	114.8473915
F1REB9	Si:zfos-2330d3.3 (Fragment) OS=Danio rerio GN=si:zfos-2330d3.3 PE=4 SV=1	91.62430973	93.99057493	100.4040007	96.27506301	125.9484404	99.5959993	104.6918666	101.3188768	97.08899128
A2BIB8	S-antigen; retina and pineal gland (arrestin) b (Fragment) OS=Danio rerio GN=sagb PE=1 SV=1	137.6056514	140.8334446	103.246698	123.3975951	93.92987738	83.52322785	95.87306221	96.75330201	114.757845
A9JT96	TruB pseudouridine (psi) synthase family member 1 OS=Danio rerio GN=trub1 PE=1 SV=1	96.64766946	90.37536412	118.2628471	99.71324992	111.2122637	97.75740963	121.7961616	100.2867501	98.64832602
F2Z4S5	Xin actin-binding repeat-containing 2b (Fragment) OS=Danio rerio GN=xirp2b PE=3 SV=1	104.104881	113.6912501	90.72028254	95.69627482	76.64181659	103.2466693	96.75333072	112.6529733	116.5945216
Q501Y4	Poly(A)-binding protein, nuclear 1 (Fragment) OS=Danio rerio GN=pabpn1 PE=1 SV=8	106.2046558	100.5898056	93.73700904	101.5169954	81.31267239	106.6909757	99.23363694	100.877598	99.41019438
Q5PU94	Bridging integrator 1b (Fragment) OS=Danio rerio GN=bin1b PE=1 SV=1	105.4528494	99.00421803	106.2845552	101.0565516	98.42701408	96.15181575	103.8676683	94.90964524	94.31753894
A0A0R4IIK8	Si:ch211-149b19.3 OS=Danio rerio GN=si:ch211-149b19.3 PE=3 SV=1	105.6962387	98.17974301	102.719212	104.8040437	96.73483295	94.57539374	110.3997154	100.978422	90.02194527
Q6NZZ2	Retinoschisin 1a OS=Danio rerio GN=rs1a PE=1 SV=1	124.9616134	113.5889473	100.0249125	128.11377	123.4175685	92.24489882	77.98486363	93.74407888	99.97508748
F1QX94	Lysine-specific demethylase 5B-B (Fragment) OS=Danio rerio GN=kdm5bb PE=4 SV=1	94.03228975	91.85393452	103.7477565	104.0226524	107.1055928	100.0555219	99.94447806	99.77394103	93.01593627
Q6NW65	ATPase family, AAA domain-containing 2B (Fragment) OS=Danio rerio GN=atad2b PE=1 SV=1	100.8984339	94.30963899	98.74762778	95.86261798	111.6186032	103.5989194	109.2391374	98.10685811	99.10156611
A0A0R4IKJ3	Septin 7b (Fragment) OS=Danio rerio GN=sept7b PE=1 SV=1	108.5499761	110.0909306	56.65289993	93.1771166	49.88851276	108.9009125	57.44435446	108.2179207	106.8228834
Q1RM57	Thrombospondin 2a OS=Danio rerio GN=thbs2a PE=4 SV=1	99.39542353	100.6045765	95.11044755	92.4576794	104.2069979	92.29583255	110.2446378	99.12634775	102.278779
A0A0R4IN62	Grainyhead-like transcription factor 1 OS=Danio rerio GN=grhl1 PE=1 SV=1	87.04074162	99.5118104	94.06638291	97.18228194	80.62530203	100.4881896	110.5996064	118.0192329	119.6462146
A0A0R4IA15	Zgc:174935 OS=Danio rerio GN=zgc:174935 PE=4 SV=1	105.3629934	116.3236861	68.72592827	94.63700662	39.32903112	127.1579501	71.31324388	115.5886805	107.1718192
E9QIZ1	Calumenin-B (Fragment) OS=Danio rerio GN=calub PE=1 SV=1	100.958787	91.31991399	103.6520273	95.45665107	111.6941282	99.04121304	106.741098	91.33451777	95.11623152
A3KPT4	Enhancer of zeste 1 polycomb repressive complex 2 subunit (Fragment) OS=Danio rerio GN=ezh1 PE=4 SV=1	98.62948046	111.4146953	86.16856505	101.3705195	78.92540514	113.5542474	89.85694614	118.4222725	115.5883063
Q7ZUT8	Thiopurine S-methyltransferase, tandem duplicate 2 OS=Danio rerio GN=tpmt.2 PE=3 SV=1	106.4796068	112.3648781	101.2230304	105.1863505	95.80197686	92.9293471	95.91877206	92.62170537	98.77696956
Q502R5	C2h1orf27 homolog (H. sapiens) OS=Danio rerio GN=odr4 PE=1 SV=1	98.67136514	100.6937948	99.77746166	99.7316838	103.5081326	99.29031838	105.7944956	98.9702896	100.2225383
Q1LXJ8	Serine/threonine kinase 24b (STE20 homolog, yeast) (Fragment) OS=Danio rerio GN=stk24b PE=1 SV=1	98.56286126	104.5673321	93.98462744	101.4371387	97.77778869	102.9046406	97.03528751	105.8988346	103.601322
Q7ZWB3	Oligophrenin 1 OS=Danio rerio GN=ophn1 PE=1 SV=1	93.02560384	95.62876858	87.56346095	92.80203643	90.97722157	106.3607743	104.3712314	107.0949512	111.673943
A1A5T6	Flightless I OS=Danio rerio GN=flii PE=2 SV=1	99.18891084	97.17941775	103.6858052	99.68391887	109.3095312	99.26278952	102.3435454	97.48166048	100.3160811
E7FEF7	UBE4B-II splice isoform II OS=Danio rerio GN=ube4b PE=2 SV=1	98.34061496	96.38996061	101.6643413	99.10784245	118.3460756	96.35197446	107.3054669	100.8825184	99.11748165
E2DGP8	UBE4B-III splice isoform III OS=Danio rerio GN=ube4b PE=2 SV=1	98.34061496	96.38996061	101.6643413	99.10784245	118.3460756	96.35197446	107.3054669	100.8825184	99.11748165
F1R509	Reelin OS=Danio rerio GN=reln PE=2 SV=1	100.3096317	84.79423845	110.580107	99.47243378	87.58813168	100.8758753	112.3049063	109.8434394	99.69036826
F1Q665	Cadherin-2 OS=Danio rerio GN=cdh2 PE=1 SV=1	100.5766163	94.16907418	99.27461975	92.85664658	101.4950669	99.63558926	103.9928151	100.3644107	96.80171298
F8W3N3	Transcription factor AP-2-epsilon (Fragment) OS=Danio rerio GN=tfap2e PE=4 SV=1	193.3496458	233.7881475	260.1978711	252.0652533	127.3144247	40.57078702	64.30002094	62.29093653	72.68557531
A0A1D5NSP9	Protein spinster homolog 1 OS=Danio rerio GN=spns1 PE=4 SV=1	106.6596842	83.39395438	117.9897364	97.14148507	92.60210003	102.8585149	113.8046045	95.80594176	94.41302693
B2CZC1	AP-2 complex subunit mu-A OS=Danio rerio GN=ap2m1a PE=3 SV=2	100.975759	105.3017533	99.17815415	104.2044569	111.347087	95.12778986	95.51144609	100.5492935	99.45070653
E7F318	G patch domain-containing 1 OS=Danio rerio GN=gpatch1 PE=1 SV=2	91.32790062	78.46866637	110.6999261	97.34813193	129.8620572	102.6518681	122.6296293	94.46770665	96.25497219
F1QQV6	Ras-related protein Rab-4B OS=Danio rerio GN=rab4b PE=1 SV=1	97.53133727	95.15131929	100.1355537	121.342979	68.28388891	128.3287624	104.8822979	110.4132583	98.75242889
Q7ZUK1	Lysine-specific demethylase 5B-B OS=Danio rerio GN=kdm5bb PE=1 SV=2	95.45639116	98.48391604	98.1748044	99.01186908	101.3668111	100.4934246	99.50657536	104.8108075	102.8946252
F1QQL4	Twinfilin actin-binding protein 2a OS=Danio rerio GN=twf2a PE=4 SV=1	102.1432472	89.3313663	99.28790293	101.6455187	112.9082808	102.5246747	100.7120971	94.85150282	89.66453333
A0A0R4IVS9	Ankyrin repeat and sterile alpha motif domain-containing protein 1B OS=Danio rerio GN=anks1b PE=1 SV=2	109.3353666	94.44871914	100.2550915	99.7449085	82.68852514	113.0470629	111.5659514	96.26743193	100.619003
A8WFY7	Methyltransferase-like protein 13 OS=Danio rerio GN=mettl13 PE=1 SV=1	101.4466989	98.55330108	95.86370221	98.01559769	97.65893141	110.4213094	109.3569037	111.4029692	110.4627621
A0A0G2L3J0	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta OS=Danio rerio GN=gnptab PE=4 SV=2	136.0549573	139.5159892	116.5550701	121.5118827	111.4737138	68.72253225	73.22400197	80.4915072	88.52628618
Q1LVL2	Mitochondrial fission process 1 OS=Danio rerio PE=4 SV=1	99.63339729	100.3666027	93.19755532	109.6955447	96.43579417	104.9892533	88.95897551	109.4540015	102.5498678
Q6IQD0	Zgc:63470 OS=Danio rerio GN=zgc:63470 PE=1 SV=2	88.17340565	88.58169853	98.67879861	94.05066426	105.4570895	103.4133519	108.3128484	96.43088392	101.3212014
A0A0R4IZ83	Synembryn-A OS=Danio rerio GN=ric8a PE=1 SV=1	101.00486	98.5270382	97.34130445	107.5553424	108.7666098	98.99513998	97.18301961	97.89934312	103.4881365
F1RAE9	40S ribosomal protein S25 OS=Danio rerio GN=rps25 PE=1 SV=1	104.9876803	109.2890614	95.23934636	103.8252774	75.17401031	101.8791663	98.12083365	113.3220864	90.15117976
A0A0R4IY09	Probable protein BRICK1 OS=Danio rerio GN=brk1 PE=1 SV=1	102.1735604	98.77036369	96.19277094	101.2296363	107.468823	103.0867077	95.17948561	98.540143	101.8124787
Q6TGX7	NOP56 ribonucleoprotein homolog (Fragment) OS=Danio rerio GN=nop56 PE=1 SV=1	100.0110458	78.80367706	96.57484308	104.3493636	111.9385275	107.9489394	99.98895424	93.68950103	87.49616099
B3DJQ3	Potassium channel tetramerization domain-containing 15a (Fragment) OS=Danio rerio GN=kctd15a PE=1 SV=1	100.3379106	95.13814217	94.11270063	99.35663142	110.5592174	103.9425322	100.514697	99.66208943	102.0278729
B8JHW7	Fibroblast growth factor receptor OS=Danio rerio GN=fgfr1b PE=1 SV=2	98.48837009	97.87001467	111.5290543	99.86108838	123.2221601	96.86710773	102.8336432	100.1389116	88.37429846
B3DH35	Fibroblast growth factor receptor OS=Danio rerio GN=fgfr1b PE=1 SV=2	98.48837009	97.87001467	111.5290543	99.86108838	123.2221601	96.86710773	102.8336432	100.1389116	88.37429846
A0A0R4IW57	Fibronectin type III and SPRY domain-containing protein 1 OS=Danio rerio GN=fsd1 PE=4 SV=1	100.4493482	99.55065177	88.70454046	102.8180414	95.04934647	114.86586	95.88173112	105.4707073	109.5132404
F6NNU9	Cytosolic Fe-S cluster assembly factor narfl OS=Danio rerio GN=narfl PE=1 SV=1	98.99339538	103.0164102	94.87440987	85.02340674	93.56793632	100.4090372	107.8299942	103.9655302	99.59096284
A0A0G2KXZ1	Ribosome biogenesis protein BOP1 OS=Danio rerio GN=bop1 PE=3 SV=2	99.94257656	95.7765556	98.85060753	97.20643981	98.29523567	106.0924673	112.5448273	109.4586249	100.0574234
B2GNY1	Microtubule-associated protein 4-like (Fragment) OS=Danio rerio GN=map4l PE=1 SV=2	96.71772058	129.6069307	61.33542395	103.2822794	45.45404323	114.3788384	60.66241643	115.1839406	118.1520025
A0A0R4IFQ4	Histone H2B OS=Danio rerio GN=zgc:173585 PE=3 SV=1	101.8881581	86.82208991	99.92075897	115.2868661	100.6138233	100.079241	111.4477592	96.61926752	79.58617834
A0A1L1QZC9	von Willebrand factor A domain-containing 8 OS=Danio rerio GN=vwa8 PE=1 SV=2	96.31681169	98.81783937	102.5335012	98.36079717	112.8343099	95.11378616	104.2296929	98.89565215	101.1043478
A0A0R4IYI7	Lethal(2) giant larvae protein homolog 2 (Fragment) OS=Danio rerio GN=llgl2 PE=1 SV=2	99.82318504	91.11645583	101.8406015	97.40141562	150.2226173	98.47817824	98.52400658	102.2903063	100.176815
A4FVM3	Si:dkey-94e7.2 (Fragment) OS=Danio rerio GN=si:dkey-94e7.2 PE=3 SV=1	100.8882637	124.3944498	104.4299958	112.1558199	148.3918346	85.3762782	83.45373297	99.11173632	98.03702437
A4QNZ8	Titin, tandem duplicate 1 OS=Danio rerio GN=ttn.1 PE=1 SV=2	109.5599052	104.8110194	101.8573413	103.4486658	101.7135559	88.31215768	87.88896882	89.56725631	98.28644411
B8JI19	Rab-like protein 3 OS=Danio rerio GN=rabl3 PE=1 SV=1	99.00692981	101.2288987	95.48949156	104.90415110000001	94.57437722	98.71561125	103.0258838	100.9930702	116.4198219
Q804G9	RTF1 homolog, Paf1/RNA polymerase II complex component (Fragment) OS=Danio rerio GN=rtf1 PE=1 SV=1	103.2892593	106.2291452	86.67242699	96.71074075	89.56111183	109.4911987	94.94518461	105.8476581	108.0635497
Q6P038	Exportin-T OS=Danio rerio GN=xpot PE=4 SV=1	98.38569868	96.06426919	104.5307587	100.6898536	96.80114244	99.31014644	104.633049	101.3314227	95.72742726
A6H8T3	NBP OS=Danio rerio GN=kank3 PE=2 SV=1	92.11232347	77.90260402	112.7216514	100.2089053	105.3932794	99.79109475	101.810741	95.10981062	87.22106554
A0A0R4IPA8	Reductase M2 polypeptide variant 3c OS=Danio rerio GN=rrm2 PE=1 SV=1	98.3111713	103.8463405	96.90673333	100.099746	99.60179394	101.3471085	99.90025398	106.9325541	106.13013
Q566S9	Reductase M2 polypeptide variant 3d OS=Danio rerio GN=rrm2 PE=1 SV=1	98.3111713	103.8463405	96.90673333	100.099746	99.60179394	101.3471085	99.90025398	106.9325541	106.13013
B7SNG4	Retinoic acid or thyroid hormone receptor corepressor OS=Danio rerio GN=ncor2 PE=2 SV=1	105.4045772	98.252962	93.59952469	94.07095424	86.03059118	105.4028415	101.747038	105.5082949	104.2473475
Q5DJ15	Mediator of RNA polymerase II transcription subunit 12 OS=Danio rerio GN=med12 PE=2 SV=1	93.98509203	98.27648575	93.75543037	97.54261127	97.81947625	101.7235142	102.409404	108.6441204	108.2465403
F8W460	Cytochrome b (Fragment) OS=Danio rerio GN=cytb PE=3 SV=1	103.3061568	107.0020684	98.75695871	103.1515001	72.15356206	101.2430413	82.23501637	106.6219688	92.17011532
A0A0G2KL35	Cytochrome b (Fragment) OS=Danio rerio GN=cytb PE=3 SV=1	103.3061568	107.0020684	98.75695871	103.1515001	72.15356206	101.2430413	82.23501637	106.6219688	92.17011532
Q7T304	Cytochrome b (Fragment) OS=Danio rerio GN=cytb PE=3 SV=1	103.3061568	107.0020684	98.75695871	103.1515001	72.15356206	101.2430413	82.23501637	106.6219688	92.17011532
Q7ZWD8	Cytochrome b (Fragment) OS=Danio rerio GN=cytb PE=3 SV=1	103.3061568	107.0020684	98.75695871	103.1515001	72.15356206	101.2430413	82.23501637	106.6219688	92.17011532
Q503D2	Cytochrome b (Fragment) OS=Danio rerio GN=cytb PE=3 SV=1	103.3061568	107.0020684	98.75695871	103.1515001	72.15356206	101.2430413	82.23501637	106.6219688	92.17011532
Q1LVD5	Cytochrome b (Fragment) OS=Danio rerio GN=cytb PE=3 SV=1	103.3061568	107.0020684	98.75695871	103.1515001	72.15356206	101.2430413	82.23501637	106.6219688	92.17011532
Q6PFI8	Cytochrome b (Fragment) OS=Danio rerio GN=cytb PE=3 SV=1	103.3061568	107.0020684	98.75695871	103.1515001	72.15356206	101.2430413	82.23501637	106.6219688	92.17011532
Q803C5	Cytochrome b (Fragment) OS=Danio rerio GN=cytb PE=3 SV=1	103.3061568	107.0020684	98.75695871	103.1515001	72.15356206	101.2430413	82.23501637	106.6219688	92.17011532
A8WGP5	Cytochrome b (Fragment) OS=Danio rerio GN=cytb PE=3 SV=1	103.3061568	107.0020684	98.75695871	103.1515001	72.15356206	101.2430413	82.23501637	106.6219688	92.17011532
F1Q7W8	Cytochrome b (Fragment) OS=Danio rerio GN=cytb PE=3 SV=1	103.3061568	107.0020684	98.75695871	103.1515001	72.15356206	101.2430413	82.23501637	106.6219688	92.17011532
Q6P5L7	Cytochrome b (Fragment) OS=Danio rerio GN=cytb PE=3 SV=1	103.3061568	107.0020684	98.75695871	103.1515001	72.15356206	101.2430413	82.23501637	106.6219688	92.17011532
Q08CU5	Ribosome biogenesis protein BOP1 OS=Danio rerio GN=bop1 PE=1 SV=1	99.94257656	95.7765556	98.85060753	97.20643981	98.29523567	106.0924673	112.5448273	109.4586249	100.0574234
A0A0R4IPQ7	Myristoylated alanine rich protein kinase C substrate b OS=Danio rerio GN=marcksb PE=2 SV=1	118.6039331	108.4316358	58.26233448	91.56836424	60.02303534	126.3484558	60.28902973	122.3420505	144.5047799
F1QT63	Myristoylated alanine rich protein kinase C substrate a OS=Danio rerio GN=marcksa PE=2 SV=1	104.1804768	105.1314303	65.08749606	95.81952325	63.35511496	115.528201	61.28533854	104.9100649	107.3213611
B2GS52	Polynucleotide phosphorylase OS=Danio rerio PE=2 SV=1	87.47724855	82.86749267	99.52548548	106.7506101	100.4745145	102.3941877	109.0425796	96.54109518	94.5208999
F1QNU2	Arid1b (Fragment) OS=Danio rerio GN=arid1b PE=2 SV=1	99.41373304	97.32636376	100.586267	106.3333342	161.8643214	101.1827346	96.45217375	97.87483387	97.20820435
Q9W7H4	Arid1b (Fragment) OS=Danio rerio GN=arid1b PE=2 SV=1	99.41373304	97.32636376	100.586267	106.3333342	161.8643214	101.1827346	96.45217375	97.87483387	97.20820435
E9QIS5	Laminin alpha 2 chain OS=Danio rerio GN=lama2 PE=2 SV=1	100.8527929	90.37472147	110.6986019	99.14720713	108.0023111	94.16449269	106.704502	92.93294165	94.586929369999993
A3KNQ9	Laminin alpha 2 chain short splice variant OS=Danio rerio GN=lama2 PE=2 SV=1	100.8527929	90.37472147	110.6986019	99.14720713	108.0023111	94.16449269	106.704502	92.93294165	94.586929369999993
F1QEP4	Zinc finger protein DPF3 (Fragment) OS=Danio rerio GN=dpf3 PE=4 SV=1	95.6502862	88.70275722	99.29088511	93.18828286	115.8415471	102.1689563	116.1677366	93.64585386	100.7091149
I3ITC0	Anamorsin OS=Danio rerio GN=ciapin1 PE=1 SV=1	101.1619255	108.7575485	83.23106221	97.54282163	98.83807446	111.261817	82.94183111	104.4804703	116.1548352
Q7SZ50	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Danio rerio GN=sdha PE=1 SV=1	109.8358044	99.35730635	109.0259957	108.9751002	113.6470618	97.71089122	100.0611281	90.64263327	93.00768143
A8E5B0	Homeobox protein Hox-C6a OS=Danio rerio GN=hoxc6a PE=3 SV=1	71.85878504	90.32126118	88.32798888	85.75728317	63.7648013	109.6787388	114.7562356	133.6202976	124.4044874
B3DIT4	Hepatoma-derived growth factor-related protein 2 OS=Danio rerio GN=hdgfl2 PE=1 SV=1	105.7942299	102.8565561	84.03103841	98.70258747	76.60627751	106.8947839	91.96493054	101.2974125	101.9322669
Q1LUS9	Arginyl-tRNA--protein transferase 1 OS=Danio rerio GN=ate1 PE=2 SV=1	90.59578461	69.9166517	123.7521784	124.0217975	377.1850981	91.43276155	108.5672384	74.96833669	87.27295115
A8E543	Neurotrophic tyrosine kinase receptor type 3a (Fragment) OS=Danio rerio GN=ntrk3a PE=2 SV=1	99.7379117	88.59120908	144.0013797	100.2620883	163.4611666	89.31236252	128.4447837	86.48557096	89.25498324
Q5RIF3	Neurotrophic tyrosine kinase receptor type 3b (Fragment) OS=Danio rerio GN=ntrk3b PE=2 SV=1	99.7379117	88.59120908	144.0013797	100.2620883	163.4611666	89.31236252	128.4447837	86.48557096	89.25498324
Q6DRE8	Apolipoprotein E receptor 2 OS=Danio rerio GN=lrp8 PE=2 SV=1	86.03656923	81.847876780000007	103.7577791	101.454296	104.2343673	95.36145858	119.3443685	96.86524322	98.54570404
B0UYP3	Myoglobin OS=Danio rerio GN=mb PE=1 SV=1	112.878258	111.2959155	102.595991	116.6246994	97.91864392	98.16943671	86.4606442	90.29571327	101.8305633
F1R0I2	Si:ch211-64i20.3 (Fragment) OS=Danio rerio GN=si:ch211-64i20.3 PE=4 SV=1	110.3650132	102.6324769	94.229187	105.7987189	75.07390482	99.9840513	91.68642466	103.499247	100.0159487
Q9I9P4	Phospholipase A2, group VI (cytosolic, calcium-independent) OS=Danio rerio GN=pla2g6 PE=1 SV=1	97.47317269	86.80341883	120.2506196	98.96757881	94.23466142	102.2063255	121.2284603	101.0324212	92.40701189
Q7SZQ4	Neuro-oncological ventral antigen 1 (Fragment) OS=Danio rerio GN=nova1 PE=1 SV=1	96.25950536	99.4113905	96.50114297	100.7357644	104.7378077	100.5886095	106.7829327	97.96200788	102.2370511
Q0D272	Si:ch211-152l15.2 OS=Danio rerio GN=si:ch211-152l15.2 PE=4 SV=1	169.2661998	159.9652651	101.9825101	131.6073411	78.4862119	94.34595871	73.26546925	98.01748993	97.41708414
F1QV68	Malate dehydrogenase 1Aa, NAD (soluble) (Fragment) OS=Danio rerio GN=mdh1aa PE=1 SV=1	116.8625028	111.2160908	108.7337859	117.0113903	101.2178539	98.7821461	91.62261322	91.02944624	90.03997114
Q7ZU59	Si:dkey-56m15.2 (Fragment) OS=Danio rerio GN=si:dkey-56m15.2 PE=4 SV=2	108.0602615	103.1587428	103.5228793	107.8322049	89.68859606	96.69631645	101.1197622	98.88023779	97.77251897
Q7ZVB1	Si:dkey-84h14.2 (Fragment) OS=Danio rerio GN=si:dkey-84h14.2 PE=4 SV=2	100.243559	98.74388519	96.13987769	106.5359951	88.40776538	120.0913413	111.9068222	119.6329492	99.75644098
B8A4D0	Si:dkeyp-98a7.7 (Fragment) OS=Danio rerio GN=si:dkeyp-98a7.7 PE=4 SV=1	77.174856019999993	204.9383023	127.1327061	105.1540412	121.6803585	100.8754668	91.34584639	97.77975302	94.43937405
Q08BV5	DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Danio rerio GN=apex1 PE=1 SV=1	103.5262227	103.8594151	92.64914939	104.5761413	100.1997257	104.8799709	89.23850385	99.80027431	98.47367729
F1QYW3	Si:dkeyp-98a7.8 (Fragment) OS=Danio rerio GN=si:dkeyp-98a7.8 PE=1 SV=1	77.174856019999993	204.9383023	127.1327061	105.1540412	121.6803585	100.8754668	91.34584639	97.77975302	94.43937405
Q6B337	Si:ch211-208f21.3 OS=Danio rerio GN=si:ch211-208f21.3 PE=4 SV=2	109.0536834	104.8025303	102.3454384	114.2334129	111.3728035	86.00403319	86.30055229	97.65456163	96.20112877
Q2PRB3	Si:ch73-263o4.4 OS=Danio rerio GN=si:ch73-263o4.4 PE=4 SV=1	99.63239865	100.0438669	103.8136783	98.41676963	163.9619971	99.95613311	103.9368251	99.6652375	99.36218273
A4JYF7	Palladin, cytoskeletal-associated protein (Fragment) OS=Danio rerio GN=palld PE=4 SV=6	98.27186646	95.24857837	112.7934631	101.7281335	120.1884779	95.9562429	115.2075931	96.22333494	94.58941691
A0A0R4IYV3	Si:dkeyp-98a7.3 (Fragment) OS=Danio rerio GN=si:dkeyp-98a7.3 PE=4 SV=1	77.174856019999993	204.9383023	127.1327061	105.1540412	121.6803585	100.8754668	91.34584639	97.77975302	94.43937405
E9QCM1	Si:dkeyp-98a7.3 (Fragment) OS=Danio rerio GN=si:dkeyp-98a7.3 PE=4 SV=1	77.174856019999993	204.9383023	127.1327061	105.1540412	121.6803585	100.8754668	91.34584639	97.77975302	94.43937405
B8PR94	KH-type-splicing regulatory protein (Fragment) OS=Danio rerio GN=khsrp PE=1 SV=1	99.51122332	96.55850534	98.01288435	96.70260393	116.8053257	105.8870479	107.0837072	100.5985163	99.83005369
Q1RLR5	Phospholipase A2, group VI (cytosolic, calcium-independent) (Fragment) OS=Danio rerio GN=pla2g6 PE=1 SV=1	101.2061336	81.7387973	164.0630551	98.79386638	112.4959407	88.80301691	128.5962843	81.60303102	82.78578896
A0A0R4IQ00	Si:dkeyp-100h4.4 (Fragment) OS=Danio rerio GN=si:dkeyp-100h4.4 PE=4 SV=1	108.2624221	105.2160389	89.69421808	102.7727696	69.14920379	98.86223531	88.42518357	104.8620766	101.1377647
A7MC19	Testis-specific, 10 (Fragment) OS=Danio rerio GN=tsga10 PE=1 SV=1	100.2240751	98.319647	98.900092	99.97553608	88.31918317	103.733482	114.0055241	99.43289172	100.0244639
E7F8M1	Si:ch211-22k7.9 OS=Danio rerio GN=si:ch211-22k7.9 PE=4 SV=1	113.9935846	102.6112303	101.5925606	109.6407954	82.62450893	98.88762528	95.66948996	101.1123747	94.20968096
E7F569	Si:ch211-197e7.1 OS=Danio rerio GN=si:ch211-197e7.1 PE=4 SV=1	103.5849611	100.711558	98.21510188	109.2623492	99.28844201	100.9324467	97.25501454	106.8121201	96.67669195
Q6DHL8	Zgc:173915 (Fragment) OS=Danio rerio GN=zgc:173915 PE=4 SV=1	91.62430973	93.99057493	100.4040007	96.27506301	125.9484404	99.5959993	104.6918666	101.3188768	97.08899128
Q1L8P0	Si:ch73-289h5.4 OS=Danio rerio GN=si:ch73-289h5.4 PE=4 SV=1	114.6015301	110.5447363	101.0891305	109.0553317	82.93456476	98.31817136	97.33077923	104.1460147	98.91086947
A0A0B5JWD6	Aprataxin (Fragment) OS=Danio rerio GN=aptx PE=1 SV=1	99.23130192	58.77340468	109.4128267	100.7686981	113.4307554	92.22229919	120.9555423	65.90377105	68.1794791
Q6DHD2	Si:ch211-234c11.2 (Fragment) OS=Danio rerio GN=si:ch211-234c11.2 PE=4 SV=1	169.2661998	159.9652651	101.9825101	131.6073411	78.4862119	94.34595871	73.26546925	98.01748993	97.41708414
